nombre,evasion,categoria,cantidad,complejo,duracion,orientacion,estacion,fecha
Ch1_20181024170834-00.mkv,SI,CASO_1,2,NO,21.0,BACK,POLICARPA,2018-10-24 17:08:34
Ch1_20181024170834-01.mkv,SI,CASO_3,1,YES,20.0,BACK,POLICARPA,2018-10-24 17:08:34
Ch1_20181024172641-00.mkv,SI,CASO_1,1,NO,20.0,BACK,POLICARPA,2018-10-24 17:26:41
Ch1_20181024172641-01.mkv,NO,CASO_2,0,NO,20.0,BACK,POLICARPA,2018-10-24 17:26:41
Ch1_20181024174445-00.mkv,SI,CASO_3,1,NO,20.0,BACK,POLICARPA,2018-10-24 17:44:45
Ch1_20181024174445-01.mkv,SI,CASO_1,2,NO,21.0,BACK,POLICARPA,2018-10-24 17:44:45
Ch1_20181024180246-00.mkv,SI,CASO_1,1,NO,21.0,BACK,POLICARPA,2018-10-24 18:02:46
Ch1_20181024180246-01.mkv,SI,CASO_1,1,NO,20.0,BACK,POLICARPA,2018-10-24 18:02:46
Ch1_20181024180246-02.mkv,SI,CASO_1,1,NO,20.0,BACK,POLICARPA,2018-10-24 18:02:46
Ch1_20181024182045-00.mkv,SI,CASO_3,3,YES,21.0,BACK,POLICARPA,2018-10-24 18:20:45
Ch1_20181024182045-01.mkv,SI,CASO_1,1,NO,21.0,BACK,POLICARPA,2018-10-24 18:20:45
Ch1_20181024182045-02.mkv,SI,CASO_1,1,NO,21.0,BACK,POLICARPA,2018-10-24 18:20:45
Ch1_20181024183846-00.mkv,SI,CASO_1,1,NO,20.0,BACK,POLICARPA,2018-10-24 18:38:46
Ch1_20181024183846-01.mkv,SI,CASO_1,1,NO,20.0,BACK,POLICARPA,2018-10-24 18:38:46
Ch1_20181024183846-02.mkv,SI,CASO_1,2,NO,20.0,BACK,POLICARPA,2018-10-24 18:38:46
Ch1_20181024183846-03.mkv,SI,CASO_1,1,NO,20.0,BACK,POLICARPA,2018-10-24 18:38:46
Ch1_20181024185645-00.mkv,SI,CASO_1,1,NO,20.0,BACK,POLICARPA,2018-10-24 18:56:45
Ch1_20181024191444-00.mkv,SI,CASO_1,2,NO,20.0,BACK,POLICARPA,2018-10-24 19:14:44
Ch1_20181024193243-00.mkv,SI,CASO_1,1,NO,21.0,BACK,POLICARPA,2018-10-24 19:32:43
Ch1_20181024193243-01.mkv,SI,CASO_1,1,NO,20.0,BACK,POLICARPA,2018-10-24 19:32:43
Ch1_20181024193243-02.mkv,SI,CASO_1,1,NO,20.0,BACK,POLICARPA,2018-10-24 19:32:43
Ch1_20181024195044-00.mkv,SI,CASO_1,1,NO,21.0,BACK,POLICARPA,2018-10-24 19:50:44
Ch1_20181024202641-00.mkv,SI,CASO_1,1,NO,20.0,BACK,POLICARPA,2018-10-24 20:26:41
Ch1_20181024210239-00.mkv,SI,CASO_1,1,NO,20.0,BACK,POLICARPA,2018-10-24 21:02:39
Ch1_20181024221437-00.mkv,SI,CASO_1,2,NO,21.0,BACK,POLICARPA,2018-10-24 22:14:37
Ch1_20181025045625-00.mkv,SI,CASO_3,1,NO,21.0,BACK,POLICARPA,2018-10-25 04:56:25
Ch1_20181025051426-00.mkv,SI,CASO_1,1,NO,20.0,BACK,POLICARPA,2018-10-25 05:14:26
Ch1_20181025062635-00.mkv,SI,CASO_1,1,NO,21.0,BACK,POLICARPA,2018-10-25 06:26:35
Ch1_20181025073859-00.mkv,SI,CASO_1,1,NO,21.0,BACK,POLICARPA,2018-10-25 07:38:59
Ch1_20181025075704-00.mkv,SI,CASO_1,1,NO,20.0,BACK,POLICARPA,2018-10-25 07:57:04
Ch1_20181025081510-00.mkv,SI,CASO_1,2,NO,21.0,BACK,POLICARPA,2018-10-25 08:15:10
Ch1_20181025081510-01.mkv,SI,CASO_1,1,NO,20.0,BACK,POLICARPA,2018-10-25 08:15:10
Ch1_20181025081510-02.mkv,SI,CASO_1,1,NO,20.0,BACK,POLICARPA,2018-10-25 08:15:10
Ch1_20181025081510-03.mkv,SI,CASO_1,1,NO,21.0,BACK,POLICARPA,2018-10-25 08:15:10
Ch1_20181025081510-04.mkv,SI,CASO_1,1,NO,21.0,BACK,POLICARPA,2018-10-25 08:15:10
Ch1_20181025085121-00.mkv,SI,CASO_1,2,NO,20.0,BACK,POLICARPA,2018-10-25 08:51:21
Ch1_20181025085121-01.mkv,SI,CASO_1,1,NO,21.0,BACK,POLICARPA,2018-10-25 08:51:21
Ch1_20181025165958-00.mkv,SI,CASO_1,1,NO,21.0,BACK,POLICARPA,2018-10-25 16:59:58
Ch2_20181019060549-00.mkv,NO,CASO_2,0,NO,20.0,FRONT,POLICARPA,2018-10-19 06:05:49
Ch2_20181019062355-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 06:23:55
Ch2_20181019062355-01.mkv,NO,CASO_2,0,NO,21.0,FRONT,POLICARPA,2018-10-19 06:23:55
Ch2_20181019064200-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 06:42:00
Ch2_20181019064200-01.mkv,NO,CASO_2,0,NO,21.0,FRONT,POLICARPA,2018-10-19 06:42:00
Ch2_20181019064200-02.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 06:42:00
Ch2_20181019064200-03.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 06:42:00
Ch2_20181019070008-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 07:00:08
Ch2_20181019070008-01.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 07:00:08
Ch2_20181019075425-00.mkv,SI,CASO_1,2,YES,20.0,FRONT,POLICARPA,2018-10-19 07:54:25
Ch2_20181019090649-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 09:06:49
Ch2_20181019090649-01.mkv,NO,CASO_2,0,NO,21.0,FRONT,POLICARPA,2018-10-19 09:06:49
Ch2_20181019092454-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 09:24:54
Ch2_20181019094300-00.mkv,SI,CASO_1,1,YES,21.0,FRONT,POLICARPA,2018-10-19 09:43:00
Ch2_20181019094300-01.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 09:43:00
Ch2_20181019094300-02.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 09:43:00
Ch2_20181019100105-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 10:01:05
Ch2_20181019100105-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 10:01:05
Ch2_20181019101913-00.mkv,NO,CASO_2,0,NO,20.0,FRONT,POLICARPA,2018-10-19 10:19:13
Ch2_20181019101913-01.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-19 10:19:13
Ch2_20181019101913-02.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 10:19:13
Ch2_20181019101913-03.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 10:19:13
Ch2_20181019103718-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 10:37:18
Ch2_20181019103718-01.mkv,SI,CASO_2,1,NO,20.0,FRONT,POLICARPA,2018-10-19 10:37:18
Ch2_20181019103718-02.mkv,NO,CASO_2,0,NO,20.0,FRONT,POLICARPA,2018-10-19 10:37:18
Ch2_20181019103718-03.mkv,SI,CASO_3,1,YES,20.0,FRONT,POLICARPA,2018-10-19 10:37:18
Ch2_20181019103718-04.mkv,NO,CASO_2,0,YES,20.0,FRONT,POLICARPA,2018-10-19 10:37:18
Ch2_20181019105524-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 10:55:24
Ch2_20181019105524-01.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 10:55:24
Ch2_20181019111329-00.mkv,SI,CASO_2,1,NO,20.0,FRONT,POLICARPA,2018-10-19 11:13:29
Ch2_20181019111329-01.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-19 11:13:29
Ch2_20181019111329-02.mkv,NO,CASO_2,0,NO,21.0,FRONT,POLICARPA,2018-10-19 11:13:29
Ch2_20181019111329-03.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 11:13:29
Ch2_20181019113135-00.mkv,NO,CASO_2,0,NO,20.0,FRONT,POLICARPA,2018-10-19 11:31:35
Ch2_20181019120746-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 12:07:46
Ch2_20181019122552-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 12:25:52
Ch2_20181019124357-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 12:43:57
Ch2_20181019124357-01.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 12:43:57
Ch2_20181019124357-02.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 12:43:57
Ch2_20181019124357-03.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 12:43:57
Ch2_20181019130203-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 13:02:03
Ch2_20181019130203-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 13:02:03
Ch2_20181019132008-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 13:20:08
Ch2_20181019133814-00.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-19 13:38:14
Ch2_20181019135619-00.mkv,NO,CASO_2,0,NO,21.0,FRONT,POLICARPA,2018-10-19 13:56:19
Ch2_20181019135619-01.mkv,NO,CASO_2,0,NO,21.0,FRONT,POLICARPA,2018-10-19 13:56:19
Ch2_20181019141425-00.mkv,NO,CASO_2,0,NO,21.0,FRONT,POLICARPA,2018-10-19 14:14:25
Ch2_20181019143232-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 14:32:32
Ch2_20181019143232-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 14:32:32
Ch2_20181019143232-02.mkv,NO,CASO_2,0,NO,21.0,FRONT,POLICARPA,2018-10-19 14:32:32
Ch2_20181019143232-03.mkv,NO,CASO_2,0,NO,20.0,FRONT,POLICARPA,2018-10-19 14:32:32
Ch2_20181019145038-00.mkv,SI,CASO_1,2,NO,20.0,FRONT,POLICARPA,2018-10-19 14:50:38
Ch2_20181019150845-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 15:08:45
Ch2_20181019150845-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 15:08:45
Ch2_20181019152651-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 15:26:51
Ch2_20181019152651-01.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 15:26:51
Ch2_20181019152651-02.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 15:26:51
Ch2_20181019152651-03.mkv,SI,CASO_1,1,YES,20.0,FRONT,POLICARPA,2018-10-19 15:26:51
Ch2_20181019154456-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 15:44:56
Ch2_20181019154456-01.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 15:44:56
Ch2_20181019154456-02.mkv,NO,CASO_2,0,NO,21.0,FRONT,POLICARPA,2018-10-19 15:44:56
Ch2_20181019160302-00.mkv,NO,CASO_2,0,NO,21.0,FRONT,POLICARPA,2018-10-19 16:03:02
Ch2_20181019160302-01.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-19 16:03:02
Ch2_20181019162109-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 16:21:09
Ch2_20181019163915-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 16:39:15
Ch2_20181019163915-01.mkv,SI,CASO_1,2,NO,20.0,FRONT,POLICARPA,2018-10-19 16:39:15
Ch2_20181019165721-00.mkv,NO,CASO_2,0,NO,21.0,FRONT,POLICARPA,2018-10-19 16:57:21
Ch2_20181019171526-00.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-19 17:15:26
Ch2_20181019171526-01.mkv,NO,CASO_2,0,NO,21.0,FRONT,POLICARPA,2018-10-19 17:15:26
Ch2_20181019180930-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 18:09:30
Ch2_20181019182729-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-19 18:27:29
Ch2_20181019190329-00.mkv,NO,CASO_2,0,NO,20.0,FRONT,POLICARPA,2018-10-19 19:03:29
Ch2_20181019192128-00.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-19 19:21:28
Ch2_20181019193929-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 19:39:29
Ch2_20181019193929-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 19:39:29
Ch2_20181019193929-02.mkv,SI,CASO_1,2,NO,20.0,FRONT,POLICARPA,2018-10-19 19:39:29
Ch2_20181019193929-03.mkv,NO,CASO_2,0,NO,21.0,FRONT,POLICARPA,2018-10-19 19:39:29
Ch2_20181019201526-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 20:15:26
Ch2_20181019201526-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-19 20:15:26
Ch2_20181020070932-00.mkv,NO,CASO_2,0,NO,21.0,FRONT,POLICARPA,2018-10-20 07:09:32
Ch2_20181020072737-00.mkv,NO,CASO_2,0,NO,20.0,FRONT,POLICARPA,2018-10-20 07:27:37
Ch2_20181020074545-00.mkv,NO,CASO_2,0,NO,20.0,FRONT,POLICARPA,2018-10-20 07:45:45
Ch2_20181020084001-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-20 08:40:01
Ch2_20181020084001-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-20 08:40:01
Ch2_20181020084001-02.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-20 08:40:01
Ch2_20181020084001-03.mkv,NO,CASO_2,0,NO,20.0,FRONT,POLICARPA,2018-10-20 08:40:01
Ch2_20181020091612-00.mkv,NO,CASO_2,0,NO,21.0,FRONT,POLICARPA,2018-10-20 09:16:12
Ch2_20181020101029-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-20 10:10:29
Ch2_20181020112253-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-20 11:22:53
Ch2_20181020123517-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-20 12:35:17
Ch2_20181020142353-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-20 14:23:53
Ch2_20181020142353-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-20 14:23:53
Ch2_20181020142353-02.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-20 14:23:53
Ch2_20181020142353-03.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-20 14:23:53
Ch2_20181020144158-00.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-20 14:41:58
Ch2_20181020144158-01.mkv,SI,CASO_1,2,NO,20.0,FRONT,POLICARPA,2018-10-20 14:41:58
Ch2_20181020150004-00.mkv,SI,CASO_2,1,NO,21.0,FRONT,POLICARPA,2018-10-20 15:00:04
Ch2_20181020150004-01.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-20 15:00:04
Ch2_20181020151809-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-20 15:18:09
Ch2_20181020163033-00.mkv,SI,CASO_1,3,NO,21.0,FRONT,POLICARPA,2018-10-20 16:30:33
Ch2_20181020191257-00.mkv,SI,CASO_1,2,NO,20.0,FRONT,POLICARPA,2018-10-20 19:12:57
Ch2_20181020191257-01.mkv,SI,CASO_1,3,NO,20.0,FRONT,POLICARPA,2018-10-20 19:12:57
Ch2_20181020193056-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-20 19:30:56
Ch2_20181020193056-01.mkv,SI,CASO_1,3,NO,20.0,FRONT,POLICARPA,2018-10-20 19:30:56
Ch2_20181020193056-02.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-20 19:30:56
Ch2_20181020194855-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-20 19:48:55
Ch2_20181020194855-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-20 19:48:55
Ch2_20181020200656-00.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-20 20:06:56
Ch2_20181020200656-01.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-20 20:06:56
Ch2_20181020204255-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-20 20:42:55
Ch2_20181020210054-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-20 21:00:54
Ch2_20181020213652-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-20 21:36:52
Ch2_20181020215451-00.mkv,SI,CASO_1,2,NO,20.0,FRONT,POLICARPA,2018-10-20 21:54:51
Ch2_20181020221250-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-20 22:12:50
Ch2_20181021103806-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-21 10:38:06
Ch2_20181022063410-00.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-22 06:34:10
Ch2_20181022071021-00.mkv,SI,CASO_1,1,YES,20.0,FRONT,POLICARPA,2018-10-22 07:10:21
Ch2_20181022071021-01.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-22 07:10:21
Ch2_20181022072827-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 07:28:27
Ch2_20181022074632-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 07:46:32
Ch2_20181022084051-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 08:40:51
Ch2_20181022091702-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 09:17:02
Ch2_20181022093507-00.mkv,SI,CASO_2,1,NO,20.0,FRONT,POLICARPA,2018-10-22 09:35:07
Ch2_20181022102926-00.mkv,SI,CASO_2,1,NO,21.0,FRONT,POLICARPA,2018-10-22 10:29:26
Ch2_20181022102926-01.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-22 10:29:26
Ch2_20181022104732-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 10:47:32
Ch2_20181022115954-00.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-22 11:59:54
Ch2_20181022115954-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 11:59:54
Ch2_20181022123605-00.mkv,SI,CASO_1,2,NO,20.0,FRONT,POLICARPA,2018-10-22 12:36:05
Ch2_20181022133023-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-22 13:30:23
Ch2_20181022134829-00.mkv,SI,CASO_1,1,YES,20.0,FRONT,POLICARPA,2018-10-22 13:48:29
Ch2_20181022134829-01.mkv,SI,CASO_1,1,NO,10.0,FRONT,POLICARPA,2018-10-22 13:48:29
Ch2_20181022142440-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 14:24:40
Ch2_20181022144245-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 14:42:45
Ch2_20181022150053-00.mkv,SI,CASO_1,8,NO,21.0,FRONT,POLICARPA,2018-10-22 15:00:53
Ch2_20181022150053-01.mkv,SI,CASO_1,7,NO,20.0,FRONT,POLICARPA,2018-10-22 15:00:53
Ch2_20181022151859-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-22 15:18:59
Ch2_20181022153704-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-22 15:37:04
Ch2_20181022155512-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 15:55:12
Ch2_20181022155512-01.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-22 15:55:12
Ch2_20181022155512-02.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-22 15:55:12
Ch2_20181022161317-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-22 16:13:17
Ch2_20181022161317-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 16:13:17
Ch2_20181022172541-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 17:25:41
Ch2_20181022172541-01.mkv,SI,CASO_2,1,NO,20.0,FRONT,POLICARPA,2018-10-22 17:25:41
Ch2_20181022172541-02.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 17:25:41
Ch2_20181022174346-00.mkv,SI,CASO_1,3,NO,20.0,FRONT,POLICARPA,2018-10-22 17:43:46
Ch2_20181022181948-00.mkv,SI,CASO_1,3,NO,20.0,FRONT,POLICARPA,2018-10-22 18:19:48
Ch2_20181022181948-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 18:19:48
Ch2_20181022181948-02.mkv,SI,CASO_1,2,NO,20.0,FRONT,POLICARPA,2018-10-22 18:19:48
Ch2_20181022181948-03.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 18:19:48
Ch2_20181022183747-00.mkv,SI,CASO_3,1,YES,20.0,FRONT,POLICARPA,2018-10-22 18:37:47
Ch2_20181022185546-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 18:55:46
Ch2_20181022194944-00.mkv,SI,CASO_3,1,YES,21.0,FRONT,POLICARPA,2018-10-22 19:49:44
Ch2_20181022194944-01.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-22 19:49:44
Ch2_20181022194944-02.mkv,SI,CASO_1,3,NO,20.0,FRONT,POLICARPA,2018-10-22 19:49:44
Ch2_20181022200743-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 20:07:43
Ch2_20181022200743-01.mkv,SI,CASO_3,1,NO,20.0,FRONT,POLICARPA,2018-10-22 20:07:43
Ch2_20181022200743-02.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 20:07:43
Ch2_20181022200743-03.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-22 20:07:43
Ch2_20181022200743-04.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 20:07:43
Ch2_20181022204343-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-22 20:43:43
Ch2_20181022210142-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-22 21:01:42
Ch2_20181022210142-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 21:01:42
Ch2_20181022210142-02.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-22 21:01:42
Ch2_20181022211941-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 21:19:41
Ch2_20181022221340-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-22 22:13:40
Ch2_20181022224938-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-22 22:49:38
Ch2_20181023043729-00.mkv,SI,CASO_2,1,NO,20.0,FRONT,POLICARPA,2018-10-23 04:37:29
Ch2_20181023045528-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 04:55:28
Ch2_20181023045528-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 04:55:28
Ch2_20181023060730-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-23 06:07:30
Ch2_20181023070147-00.mkv,SI,CASO_1,2,YES,20.0,FRONT,POLICARPA,2018-10-23 07:01:47
Ch2_20181023070147-01.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-23 07:01:47
Ch2_20181023070147-02.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 07:01:47
Ch2_20181023071952-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 07:19:52
Ch2_20181023071952-01.mkv,SI,CASO_2,1,NO,20.0,FRONT,POLICARPA,2018-10-23 07:19:52
Ch2_20181023071952-02.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-23 07:19:52
Ch2_20181023071952-03.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-23 07:19:52
Ch2_20181023071952-04.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 07:19:52
Ch2_20181023073758-00.mkv,SI,CASO_1,2,NO,20.0,FRONT,POLICARPA,2018-10-23 07:37:58
Ch2_20181023092633-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 09:26:33
Ch2_20181023102050-00.mkv,SI,CASO_2,2,NO,20.0,FRONT,POLICARPA,2018-10-23 10:20:50
Ch2_20181023102050-01.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 10:20:50
Ch2_20181023102050-02.mkv,SI,CASO_2,1,NO,20.0,FRONT,POLICARPA,2018-10-23 10:20:50
Ch2_20181023103855-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-23 10:38:55
Ch2_20181023105701-00.mkv,SI,CASO_3,1,NO,20.0,FRONT,POLICARPA,2018-10-23 10:57:01
Ch2_20181023111506-00.mkv,SI,CASO_1,1,NO,20.0,FRONT,POLICARPA,2018-10-23 11:15:06
Ch2_20181023111506-01.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-23 11:15:06
Ch2_20181023111506-02.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-23 11:15:06
Ch2_20181023111506-03.mkv,SI,CASO_1,2,NO,20.0,FRONT,POLICARPA,2018-10-23 11:15:06
Ch2_20181023113312-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-23 11:33:12
Ch2_20181023113312-01.mkv,SI,CASO_1,2,NO,20.0,FRONT,POLICARPA,2018-10-23 11:33:12
Ch2_20181023113312-02.mkv,SI,CASO_1,2,NO,21.0,FRONT,POLICARPA,2018-10-23 11:33:12
Ch2_20181023115117-00.mkv,SI,CASO_1,1,NO,21.0,FRONT,POLICARPA,2018-10-23 11:51:17
